# Type: Normal
g723_enc_quan|Loop in file g723_enc.c near line 252|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:if.then_BB#4:if.then3_BB#5:if.end_BB#6:if.end4_BB#7:for.inc<latch>|15
g723_enc_predictor_zero|Loop in file g723_enc.c near line 281|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|5
g723_enc_update|Loop in file g723_enc.c near line 566|BB#66:for.cond276<header><exiting>_BB#67:for.body279_BB#68:for.inc285<latch>|5
g723_enc_update|Loop in file g723_enc.c near line 550|BB#53:for.cond<header><exiting>_BB#54:for.body_BB#56:if.else241_BB#55:if.then231_BB#57:if.end251_BB#58:if.then254_BB#60:if.else267_BB#59:if.then261_BB#61:if.end273_BB#62:if.end274_BB#63:for.inc<latch>|6
g723_enc_main|Loop in file g723_enc.c near line 866|BB#5:while.cond<header><exiting>_BB#6:while.body<latch>|0
g723_enc_main|Loop in file g723_enc.c near line 858|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|256
md5_update|Loop in file md5.c near line 305|BB#4:for.cond<header><exiting>_BB#5:for.body_BB#6:for.inc<latch>|0
md5_memcpy|Loop in file md5.c near line 487|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|55
md5_decode|Loop in file md5.c near line 474|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|16
md5_memset|Loop in file md5.c near line 354|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|208
md5_encode|Loop in file md5.c near line 457|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|16
md5_memset_x|Loop in file md5.c near line 507|BB#1:while.cond<header><exiting>_BB#2:while.body<latch>|64
md5_R_RandomUpdate|Loop in file md5.c near line 543|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|16
md5_InitRandomStruct|Loop in file md5.c near line 579|BB#1:while.body<header><exiting>_BB#3:if.end<latch>|256
md5_main|Loop in file md5.c near line 617|BB#1:while.cond<header><exiting>_BB#2:while.body<latch>|10
