# Type: Normal
dijkstra_enqueue|Loop in file dijkstra.c near line 108|BB#5:while.cond<header><exiting>_BB#6:while.body<latch>|313
dijkstra_find|Loop in file dijkstra.c near line 158|BB#11:for.cond13<header><exiting>_BB#12:for.body15_BB#13:if.then20_BB#14:lor.lhs.false_BB#15:if.then29<exiting>_BB#17:if.end40_BB#18:if.end41_BB#19:if.end42_BB#20:for.inc43<latch>|100
dijkstra_find|Loop in file dijkstra.c near line 155|BB#9:while.cond<header><exiting>_BB#10:while.body_BB#11:for.cond13_BB#12:for.body15_BB#13:if.then20_BB#14:lor.lhs.false_BB#15:if.then29<exiting>_BB#17:if.end40_BB#18:if.end41_BB#19:if.end42_BB#20:for.inc43_BB#21:for.end45<latch>|100
dijkstra_find|Loop in file dijkstra.c near line 140|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|100
dijkstra_main|Loop in file dijkstra.c near line 180|BB#1:for.cond<header><exiting>_BB#2:for.body<exiting>_BB#4:if.else_BB#5:if.end_BB#6:for.inc<latch>|20
g723_enc_quan|Loop in file g723_enc.c near line 252|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:if.then_BB#4:if.then3_BB#5:if.end_BB#6:if.end4_BB#7:for.inc<latch>|15
g723_enc_predictor_zero|Loop in file g723_enc.c near line 281|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|5
g723_enc_update|Loop in file g723_enc.c near line 566|BB#66:for.cond276<header><exiting>_BB#67:for.body279_BB#68:for.inc285<latch>|5
g723_enc_update|Loop in file g723_enc.c near line 550|BB#53:for.cond<header><exiting>_BB#54:for.body_BB#56:if.else241_BB#55:if.then231_BB#57:if.end251_BB#58:if.then254_BB#60:if.else267_BB#59:if.then261_BB#61:if.end273_BB#62:if.end274_BB#63:for.inc<latch>|6
g723_enc_main|Loop in file g723_enc.c near line 866|BB#5:while.cond<header><exiting>_BB#6:while.body<latch>|0
g723_enc_main|Loop in file g723_enc.c near line 858|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|256
