# Type: Normal
fft_bit_reduct|Loop in file fft.c near line 132|BB#5:while.cond<header>_BB#6:land.rhs_BB#7:land.end<exiting>_BB#8:while.body<latch>|10
fft_bit_reduct|Loop in file fft.c near line 155|BB#16:for.cond27<header><exiting>_BB#17:for.body29_BB#18:for.inc49<latch>|512
fft_bit_reduct|Loop in file fft.c near line 185|BB#22:for.cond55<header><exiting>_BB#23:for.body57_BB#24:for.inc59<latch>|2048
fft_bit_reduct|Loop in file fft.c near line 149|BB#14:for.cond20<header><exiting>_BB#15:for.body22_BB#16:for.cond27_BB#19:for.end51_BB#20:for.inc52<latch>_BB#17:for.body29_BB#18:for.inc49|512
fft_bit_reduct|Loop in file fft.c near line 145|BB#12:while.cond17<header><exiting>_BB#13:while.body19_BB#14:for.cond20_BB#21:for.end54_BB#22:for.cond55_BB#23:for.body57_BB#24:for.inc59_BB#25:for.end60<latch>_BB#15:for.body22_BB#16:for.cond27_BB#19:for.end51_BB#20:for.inc52_BB#17:for.body29_BB#18:for.inc49|10
fft_bit_reduct|Loop in file fft.c near line 118|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:if.then_BB#4:if.end_BB#5:while.cond_BB#6:land.rhs_BB#7:land.end_BB#9:while.end_BB#10:for.inc<latch>_BB#8:while.body|1024
g723_enc_quan|Loop in file g723_enc.c near line 252|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:if.then_BB#4:if.then3_BB#5:if.end_BB#6:if.end4_BB#7:for.inc<latch>|15
g723_enc_predictor_zero|Loop in file g723_enc.c near line 281|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|5
g723_enc_update|Loop in file g723_enc.c near line 566|BB#66:for.cond276<header><exiting>_BB#67:for.body279_BB#68:for.inc285<latch>|5
g723_enc_update|Loop in file g723_enc.c near line 550|BB#53:for.cond<header><exiting>_BB#54:for.body_BB#56:if.else241_BB#55:if.then231_BB#57:if.end251_BB#58:if.then254_BB#60:if.else267_BB#59:if.then261_BB#61:if.end273_BB#62:if.end274_BB#63:for.inc<latch>|6
g723_enc_main|Loop in file g723_enc.c near line 866|BB#5:while.cond<header><exiting>_BB#6:while.body<latch>|0
g723_enc_main|Loop in file g723_enc.c near line 858|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|256
