# Type: Normal
audiobeam___ieee754_sqrtf|Loop in file audiobeamlibm.c near line 385|BB#11:for.cond<header><exiting>_BB#12:for.body_BB#13:for.inc<latch>|0
audiobeam___ieee754_sqrtf|Loop in file audiobeamlibm.c near line 400|BB#18:while.cond<header><exiting>_BB#19:while.body_BB#20:if.then29_BB#21:if.end33<latch>|25
audiobeam_preprocess_delays|Loop in file audiobeam.c near line 148|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|15
audiobeam_parse_line|Loop in file audiobeam.c near line 162|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|15
audiobeam_find_max_in_arr|Loop in file audiobeam.c near line 175|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:if.then_BB#4:if.end_BB#5:for.inc<latch>|15
audiobeam_find_min_in_arr|Loop in file audiobeam.c near line 190|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:if.then_BB#4:if.end_BB#5:for.inc<latch>|15
audiobeam_init_data_queue|Loop in file audiobeam.c near line 245|BB#3:for.cond6<header><exiting>_BB#4:for.body8_BB#5:for.inc<latch>|15
audiobeam_init_data_queue|Loop in file audiobeam.c near line 241|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.cond6_BB#4:for.body8_BB#5:for.inc_BB#6:for.end_BB#7:for.inc12<latch>|15
audiobeam_init_delays|Loop in file audiobeam.c near line 271|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|1
audiobeam_calc_distances|Loop in file audiobeam.c near line 287|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|15
audiobeam_calc_delays|Loop in file audiobeam.c near line 310|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|15
audiobeam_adjust_delays|Loop in file audiobeam.c near line 321|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|15
audiobeam_calc_weights_left_only|Loop in file audiobeam.c near line 363|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|15
audiobeam_calculate_energy|Loop in file audiobeam.c near line 378|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|0
audiobeam_do_beamforming|Loop in file audiobeam.c near line 403|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:if.then_BB#4:if.end_BB#5:if.then6_BB#6:if.end9_BB#7:if.then19_BB#8:if.else_BB#9:if.end22_BB#10:for.inc<latch>|15
audiobeam_process_signal|Loop in file audiobeam.c near line 474|BB#15:for.cond25<header><exiting>_BB#16:for.body28_BB#17:if.then40_BB#18:if.end43_BB#19:for.inc44<latch>|1
audiobeam_process_signal|Loop in file audiobeam.c near line 465|BB#8:for.cond10<header>_BB#9:lor.rhs_BB#10:lor.end<exiting>_BB#11:for.body15<exiting>_BB#12:if.then18_BB#14:if.end24_BB#15:for.cond25_BB#16:for.body28_BB#17:if.then40_BB#18:if.end43_BB#19:for.inc44_BB#20:for.end46_BB#21:for.inc52<latch>|371
audiobeam_process_signal|Loop in file audiobeam.c near line 457|BB#1:for.cond<header><exiting>_BB#2:for.body<exiting>_BB#3:if.then_BB#5:if.end_BB#6:for.inc<latch>|13
audiobeam_calc_beamforming_result|Loop in file audiobeam.c near line 522|BB#4:for.cond<header><exiting>_BB#5:for.body_BB#6:for.inc<latch>|1
filterbank_main|Loop in file filterbank.c near line 93|BB#13:while.cond<header><exiting>_BB#14:while.body<latch>|2
filterbank_main|Loop in file filterbank.c near line 86|BB#7:for.cond5<header><exiting>_BB#8:for.body8_BB#9:for.inc26<latch>|8
filterbank_main|Loop in file filterbank.c near line 83|BB#5:for.cond1<header><exiting>_BB#6:for.body4_BB#7:for.cond5_BB#8:for.body8_BB#9:for.inc26_BB#10:for.end28_BB#11:for.inc29<latch>|8
filterbank_main|Loop in file filterbank.c near line 79|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|256
filterbank_core|Loop in file filterbank.c near line 154|BB#37:for.cond77<header><exiting>_BB#38:for.body80_BB#39:for.inc83<latch>|256
filterbank_core|Loop in file filterbank.c near line 147|BB#30:for.cond56<header><exiting>_BB#31:for.cond56<exiting>_BB#32:for.body64_BB#33:for.inc71<latch>|32
filterbank_core|Loop in file filterbank.c near line 144|BB#28:for.cond51<header><exiting>_BB#29:for.body54_BB#30:for.cond56_BB#31:for.cond56_BB#34:for.end73_BB#35:for.inc74<latch>_BB#32:for.body64_BB#33:for.inc71|32
filterbank_core|Loop in file filterbank.c near line 139|BB#24:for.cond41<header><exiting>_BB#25:for.body44_BB#26:for.inc48<latch>|32
filterbank_core|Loop in file filterbank.c near line 136|BB#20:for.cond33<header><exiting>_BB#21:for.body36_BB#22:for.inc38<latch>|32
filterbank_core|Loop in file filterbank.c near line 131|BB#16:for.cond24<header><exiting>_BB#17:for.body27_BB#18:for.inc30<latch>|32
filterbank_core|Loop in file filterbank.c near line 125|BB#9:for.cond8<header><exiting>_BB#10:for.cond8<exiting>_BB#11:for.body12_BB#12:for.inc18<latch>|32
filterbank_core|Loop in file filterbank.c near line 122|BB#7:for.cond4<header><exiting>_BB#8:for.body6_BB#9:for.cond8_BB#10:for.cond8_BB#13:for.end20_BB#14:for.inc21<latch>_BB#11:for.body12_BB#12:for.inc18|32
filterbank_core|Loop in file filterbank.c near line 114|BB#5:for.cond1<header><exiting>_BB#6:for.body3_BB#7:for.cond4_BB#8:for.body6_BB#9:for.cond8_BB#10:for.cond8_BB#13:for.end20_BB#14:for.inc21_BB#11:for.body12_BB#12:for.inc18_BB#15:for.end23_BB#16:for.cond24_BB#17:for.body27_BB#18:for.inc30_BB#19:for.end32_BB#20:for.cond33_BB#21:for.body36_BB#22:for.inc38_BB#23:for.end40_BB#24:for.cond41_BB#25:for.body44_BB#26:for.inc48_BB#27:for.end50_BB#28:for.cond51_BB#29:for.body54_BB#30:for.cond56_BB#31:for.cond56_BB#34:for.end73_BB#35:for.inc74_BB#32:for.body64_BB#33:for.inc71_BB#36:for.end76_BB#37:for.cond77_BB#38:for.body80_BB#39:for.inc83_BB#40:for.end85_BB#41:for.inc86<latch>|8
filterbank_core|Loop in file filterbank.c near line 110|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|256
